Analyte ID	Analyte Name	State Code	PWSID	System Name	System Type	Retail Population Served	Adjusted Total Population Served	Source Water Type	Water Facility ID	Water Facility Type	Sampling Point ID	Sampling Point Type	Source Type Code	Sample Type Code	Laboratory Assigned ID	Six Year ID	Sample ID	Sample Collection Date	Detection Limit Value	Detection Limit Unit	Detection Limit Code	Detect	Value	Unit	Presence Indicator Code	Residual Field Free Chlorine mg/L	Residual Field Total Chlorine mg/L
1094	ASBESTOS	AZ	AZ0401056 	ASPC APACHE	C   	540	540	GW 	138460	SS	129206	EP	FN	RT	PUJ1618-01	5391879	1547600	2011-10-25 00:00:00.000	0.300000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138523	SS	131939	EP	FN	RT	201104210114AB	5484415	1526518	2011-04-20 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	138539	SS	131952	EP	FN	RT	201110190047A	5482895	1550619	2011-10-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0415013 	PARKER TOWN OF	C   	3087	3087	GW 	138584	SS	133497	EP	FN	RT	201103020185AC	5556431	1516051	2011-03-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407096 	PEORIA CITY OF	C   	124500	124500	SW 	138647	SS	130665	EP	FN	RT	0081539-01	5522462	1493445	2010-08-18 00:00:00.000	0.010000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410150 	MARANA MUNICIPAL MARANA	C   	6904	6904	GW 	138692	SS	132019	EP	FN	RT	201102160069AA	5436728	1513909	2011-02-15 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0402014 	DOUGLAS CITY OF	C   	13300	13300	GW 	138756	SS	129351	EP	FN	RT	0060273-01	5437798	1480988	2010-06-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402015 	DRAGOON WATER CO	C   	378	378	GW 	138757	SS	129356	EP	FN	RT	201102250187AA	5601160	1516026	2011-02-24 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402078 	US ARMY FORT HUACHUCA	C   	15603	15603	GW 	138902	SS	129479	EP	FN	RT	2011-11672-2	5521199	1551171	2011-12-06 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407112 	BROOKE WATER LLC - CIRCLE CITY WC	C   	534	534	GW 	138918	SS	130748	EP	FN	RT	201102030003AE	5471981	1512666	2011-02-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0420336 	VAIL SCHOOL DISTRICT WELL	NTNC	1400	1400	GW 	139104	SS	133729	EP	FN	RT	201106100303AC	5484249	1527237	2011-06-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407400 	PALO VERDE SCHOOL DISTRICT 49	NTNC	480	480	GW 	139182	SS	130906	EP	FN	RT	201106010061AB	5409820	1526750	2011-05-31 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407478 	AGUILA ELEMENTARY SCHOOL	NTNC	200	200	GW 	139197	SS	130946	EP	FN	RT	201106010087AB	5559464	1525794	2011-05-31 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0408020 	KINGMAN MUNICIPAL WATER	C   	45000	45000	GW 	139431	SS	131176	EP	FN	RT	BR08763	5489706	1453223	2009-08-31 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404032 	PAYSON TOWN OF	C   	17682	20158	GW 	139717	DS	129994	DS	FN	RT	2701240253A	5578898	1319181	2007-01-23 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0402078 	US ARMY FORT HUACHUCA	C   	15603	15603	GW 	141208	SS	129477	EP	FN	RT	2011-11672-1	5483063	1551170	2011-12-06 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0403006 	CAMERON TRADING POST	C   	900	900	GW 	141213	SS	129621	EP	FN	RT	201106300398AA	5521819	1530103	2011-06-30 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407305 	USAF LUKE	C   	7775	7775	GW 	141329	SS	130854	EP	FN	RT	07090748-06 A	5459697	1360054	2007-09-20 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407406 	PHOENIX INTERNATIONAL  RACEWAY	NTNC	4500	4500	GW 	141330	SS	130911	EP	FN	RT	201106010061AC	5564476	1526751	2011-05-31 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	NC	NC0392373 	BAYLEAF MASTER	C   	16500	16500	GW 	105069	TP	128738	EP	FN	RT	291106787-5	9254268	1500294	2011-11-15 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC4092045 	KENWOOD RESERVE S/D	C   	129	129	GW 	105083	TP	110570	EP	FN	RT	290802896	9254353	1092059	2008-06-10 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0195010 	BOONE, TOWN OF	C   	16406	16406	SW 	108087	DS	109160	DS	FN	RT	291106022	9254384	1488447	2011-10-04 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0286414 	TTJF MOBILE HOME PARK	C   	71	71	GW 	108128	DS	102704	DS	FN	RT	291106672	9254252	1500288	2011-11-08 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0378045 	PARKTON, TOWN OF	C   	487	487	GW 	108283	DS	123832	DS	FN	RT	021104004-1	9254169	1444204	2011-07-05 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0285483 	SANDY`S PLAYSCHOOL	NTNC	77	77	GW 	108422	DS	118441	WS	FN	RT	021100773	9254249	1351405	2011-02-07 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC3041072 	PHEASANT RIDGE S/D	C   	74	74	GW 	109095	TP	100370	EP		RT	020703060(3)	9254016	987336	2007-05-30 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC3041070 	PLEASANT GARDEN WEESHINE PRESCHOOL	NTNC	60	60	GW 	109820	TP	105584	EP	FN	RT	020605017	9254351	818100	2006-11-09 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC3041062 	STIRLINGSHIRE S/D	C   	117	117	GW 	109827	TP	125022	EP	FN	RT	903088-TW2	9254182	1091452	2009-04-14 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC3041076 	SOUTHERN MIDDLE SCHOOL	NTNC	950	950	GW 	110454	TP	109015	EP	FN	RT	020801458	9254015	987318	2008-03-19 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0377109 	RICHMOND COUNTY WATER SYSTEM	C   	25410	26907	SW 	110678	DS	123911	DS	FN	RT	291106942	9254286	1501289	2011-11-22 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0382035 	NEWTON GROVE, TOWN OF	C   	687	687	GW	110742	DS	123497	DS	FN	RT	021107083-1	9254284	1500255	2011-11-28 00:00:00.000	0.010000000	MFL	MDL	1	0.200000000	MFL			
1094	ASBESTOS	NC	NC1056029 	RECOVERY VENTURES CORPORATION	C   	64	64	GW 	110776	DS	103593	DS	FN	RT	1108746-TW1	9254099	1429906	2011-06-21 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0392373 	BAYLEAF MASTER	C   	16500	16500	GW 	114337	TP	121210	EP	FN	RT	291106763-10	9254166	1500285	2011-11-14 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0241608 	DOT-CAMP BURTON MAINT YARD	NTNC	125	125	GW 	114745	TP	120599	EP	FN	RT	1101168-TW1	9254132	1338682	2011-02-02 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0136289 	WOODLAND ACRES MHP	C   	99	99	GW 	114862	DS	113507	DS	FN	RT	1108393-TW1	9254316	1429912	2011-06-14 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0136382 	COVINGTON ACRES MHP	C   	224	224	GW 	115002	DS	128684	DS	FN	RT	1108390-TW1	9254335	1429913	2011-06-14 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0111107 	CHRIST SCHOOL	C   	249	249	GW 	115011	DS	118450	DS	FN	RT	1101895 TW1	9254184	1355563	2011-02-14 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0156125 	SUNRISE REHABILITATION AND CARE	C   	290	290	GW 	115210	DS	103592	DS	FN	RT	1108747-TW1	9254269	1429902	2011-06-21 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0188428 	THE WILDS CAMP	C   	500	500	GW 	115353	DS	123337	DS	FN	RT	1101897 TW1	9254219	1355566	2011-02-15 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0217408 	STONEY CREEK ELEM SCHOOL	NTNC	240	240	GW 	116004	TP	119131	EP	FN	RT	291103333	9254232	1429933	2011-06-06 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	NC	NC0111135 	HOMESTEAD MOBILE VILLAGE	C   	77	77	GW 	117004	DS	122140	DS	FN	RT	1101569 TW1	9254134	1351387	2011-02-07 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0410051 	FLOWING WELLS IRRIGATION	C   	15500	15500	GW 	141242	SS	131739	EP	FN	RT	2007-07759-2	5450172	1359089	2007-09-06 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0408015 	EPCOR WATER - LAKE HAVASU	C   	4068	4068	GW 	141286	SS	131142	EP	FN	RT	201103180179AB	5393150	1517530	2011-03-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0409028 	SKY HI DWID	C   	330	330	GW 	141309	SS	131555	EP	FN	RT	201105100125AA	5402072	1523653	2011-05-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407500 	SURPRISE CITY OF - MOUNTAIN VISTA	C   	27116	27116	GW 	141334	SS	130968	EP	FN	RT	1011659-01I	5528370	1513794	2011-01-24 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0414099 	ADOC YUMA	C   	4197	4197	GW 	141385	SS	133424	EP	FN	RT	PSI0434-01	5430252	1446842	2009-09-08 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0415023 	WENDEN DWID	C   	750	750	GW 	141392	SS	133512	EP	FN	RT	201103030260AA	5556578	1515980	2011-03-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	141443	SS	130564	EP	FN	RT	PUB0070-01	5593582	1518847	2011-02-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	141443	SS	130564	EP	FN	RT	07010481-01A	5587096	1399461	2007-01-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407015 	CAREFREE WATER CO	C   	2800	2800	GW	141448	SS	130300	EP	FN	RT	2007-02251-1	5464008	1321610	2007-03-12 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0407046 	LIBERTY WATER LPSCO	C   	34000	34000	GW 	141481	SS	130389	EP	FN	RT	0011540-01A	5488996	1464944	2010-01-25 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413039 	MAYER DOMESTIC WATER IMPROVEMENT	C   	2050	2050	GW 	142554	SS	132736	EP		RT	2007-03847-1	5423548	1334988	2007-05-08 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0409025 	MT GLEN WS LINDEN EAST	C   	883	883	GW 	142625	SS	131538	EP		RT	2602280114A	5544280	1260914	2006-02-27 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407526 	TARTESSO UNIT 1	C   	2868	2868	GW 	142794	SS	133902	EP	FN	RT	2801230252S1	5465896	1370136	2008-01-22 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0411128 	JOHNSON UTILITIES	C   	54717	54717	GW 	143076	SS	132440	EP	FN	RT	2602210186A	5405968	1261250	2006-02-21 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0407088 	AVONDALE CITY OF	C   	60000	60000	GW 	143190	SS	130477	EP	FN	RT	1082112-01	5436098	1538317	2011-08-25 00:00:00.000	0.020000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407088 	AVONDALE CITY OF	C   	60000	60000	GW 	143190	SS	130477	EP	FN	RT	0051163-01A	5437863	1479995	2010-05-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410435 	PICO VISTA COMMUNITY WELL	C   	32	32	GW 	143910	SS	133997	EP	FN	RT	2804290011A	5404514	1379965	2008-04-28 00:00:00.000	0.350000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413048 	PRESCOTT VALLEY WD UPPER	C   	33653	33653	GW 	144094	SS	132801	EP	FN	RT	201001290038AC	5597299	1469388	2010-01-28 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407513 	QUINTERO AREA WATER SYSTEM	C   	33	33	SW 	144136	SS	130986	EP	FN	RT	6120851-01	5497600	1337795	2006-12-14 00:00:00.000	1.600000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0414004 	FAR WEST WATER COMPANY	C   	32425	32425	SW 	144174	SS	133333	EP	FN	RT	07020797-01 A	5450431	1327076	2007-02-26 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407025 	PHOENIX CITY OF	C   	1533582	1533582	SW 	144208	CW	130350	EP	FN	RT	1020451-01	5556655	1514886	2011-02-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413024 	CLARKDALE MUNICIPAL WATER SYSTEM	C   	4027	4327	GW 	144223	SS	132697	EP	FN	RT	2009-01408-2	5589036	1432024	2009-02-27 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407504 	EPCOR WATER - ANTHEM	C   	25302	29902	SW 	141335	SS	130976	EP	FN	RT	8111267-01A	4988766	1412040	2008-11-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407520 	VISTANCIA PUBLIC WATER SYSTEM	C   	10263	10263	GW 	141336	SS	130996	EP	FN	RT	6050786-01A	5474294	1284209	2006-05-15 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0405006 	BONITA PUBLIC SCHOOL	NTNC	128	128	GW 	141375	SS	130223	EP	FN	RT	201106280366AA	5484381	1527912	2011-06-28 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	141443	SS	130564	EP	FN	RT	06100718-01A	5587095	1399460	2006-10-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407098 	SCOTTSDALE CITY OF	C   	230000	230000	SW 	141465	SS	130706	EP	FN	RT	1061423-01	5594015	1527931	2011-06-16 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407046 	LIBERTY WATER LPSCO	C   	34000	34000	GW 	141481	SS	130389	EP	FN	RT	7030496-01A	5498644	1321507	2007-03-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410112 	TUCSON CITY OF	C   	675686	677786	GW 	141538	SS	131816	EP	FN	RT	201107210099AC	5612515	1541129	2011-07-20 00:00:00.000	0.400000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413039 	MAYER DOMESTIC WATER IMPROVEMENT	C   	2050	2050	GW 	141718	SS	132739	EP	FN	RT	2007-03847-3	5578941	1334995	2007-05-08 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413039 	MAYER DOMESTIC WATER IMPROVEMENT	C   	2050	2050	GW 	141725	SS	132740	EP	FN	RT	2007-03847-4	5423556	1334996	2007-05-08 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410445 	GATOR WATER	C   	25	25	GW 	142159	SS	133962	EP	FN	RT	2007-05523-1	5534083	1337971	2007-06-26 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407046 	LIBERTY WATER LPSCO	C   	34000	34000	GW 	142655	SS	130393	EP	FN	RT	0011697-01	5541698	1464949	2010-01-27 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410404 	ORACLE NORTH HOA	C   	93	93	GW 	142687	SS	133887	EP	FN	RT	201002180032AA	5488627	1469283	2010-02-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404356 	H A V PROPERTIES, LLC	C   	35	35	GW 	142981	SS	130168	EP	FN	RT	26030101278S	5544538	1261084	2006-03-01 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0407088 	AVONDALE CITY OF	C   	60000	60000	GW 	143190	SS	130477	EP	FN	RT	1030057-01	5436510	1515370	2011-03-01 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0413063 	PRESCOTT VALLEY WD LOWER SYSTEM	C   	5628	5628	GW 	143215	SS	132841	EP		RT	2007-02311-1	5605279	1322904	2007-03-13 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413090 	HILLSIDE SCHOOL	NTNC	40	40	GW 	143853	SS	132902	EP	FN	RT	201102110103AA	5455444	1513926	2011-02-10 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0404032 	PAYSON TOWN OF	C   	17682	20158	GW 	144022	SS	129969	EP	FN	RT	201001130313A-2	5516001	1464818	2010-01-12 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413048 	PRESCOTT VALLEY WD UPPER	C   	33653	33653	GW 	144092	SS	132799	EP	FN	RT	201001290038AA	5438355	1469386	2010-01-28 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407782 	PHOENIX CITY OF SR85 LANDFILL	NTNC	100	100	GW 	144117	SS	134028	EP	FN	RT	2009-01408-1	5552233	1431997	2009-02-26 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404034 	PINE STRAWBERRY DWID	C   	8000	8000	GW 	144147	SS	130001	EP	FN	RT	201102080055AC	5519111	1513704	2011-02-07 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407090 	CHANDLER CITY OF	C   	300000	300000	SW 	144195	SS	130532	EP	FN	RT	2902040081A	5458127	1436471	2009-02-04 00:00:00.000	0.370000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0410150 	MARANA MUNICIPAL MARANA	C   	6904	6904	GW 	144196	SS	132024	EP	FN	RT	2802280110A	5477747	1374556	2008-02-27 00:00:00.000	0.350000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0411136 	ANTHEM AT MERRILL RANCH	C   	5127	5127	GW 	144291	SS	134043	EP	FN	RT	2802260025A	5466150	1373505	2008-02-25 00:00:00.000	0.350000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404029 	JAKES CORNER WS	C   	35	35	GW 	144314	SS	129957	EP	FN	RT	2009-001476-01	5365090	1424930	2009-03-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404012 	ASARCO HAYDEN OPERATIONS	C   	1800	2685	GW 	144672	SS	129918	EP	FN	RT	201001290045AA	5438356	1469390	2010-02-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0404012 	ASARCO HAYDEN OPERATIONS	C   	1800	2685	GW 	144673	SS	129919	EP	FN	RT	201001290045AB	5374105	1469391	2010-02-18 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	144707	SS	130567	EP	FN	RT	PRD0158-01	5459014	1387616	2008-04-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	144707	SS	130567	EP	FN	RT	PUB0067-01	5456070	1518813	2011-02-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	144707	SS	130567	EP	FN	RT	06050448-01A	5458694	1399454	2006-05-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402409 	JOHNSON CAMP MINE WATER	NTNC	43	43	GW 	144965	SS	134089	EP	FN	RT	2009-00993-1	5440512	1424604	2009-02-09 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0411009 	PINAL VALLEY WATER SYSTEM	C   	88019	88276	GW 	145334	SS	132270	EP	FN	RT	8081065-03	5440635	1417301	2008-08-13 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0412006 	PATAGONIA WATER DEPARTMENT	C   	850	850	GW 	145389	SS	132562	EP	FN	RT	201002120155AD	5529758	1469399	2010-02-11 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413011 	FREEPORT MCMORAN BAGDAD TOWN	C   	2600	2600	GW 	145755	SS	132656	EP	FN	RT	201108040075AC	5594359	1537072	2011-08-03 00:00:00.000	0.400000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0413011 	FREEPORT MCMORAN BAGDAD TOWN	C   	2600	2600	GW 	145756	SS	132657	EP	FN	RT	201108040075AD	5483739	1537074	2011-08-03 00:00:00.000	0.400000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407790 	BUCKEYE ARMED FORCES RESERVE CENTER	NTNC	35	35	GW 	145906	SS	134131	EP	FN	RT	201102110095AB	5540947	1513715	2011-02-10 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0403008 	FLAGSTAFF CITY OF	C   	64908	65558	SW 	146579	SS	129636	EP		RT	201112300031A	5410105	1555351	2011-12-29 00:00:00.000	0.020000000	MFL	MRL	0					
1094	ASBESTOS	IA	IA5300947 	ANAMOSA STATE  PENITENTIARY	C   	1725	1725	GW 	174121	WL	173047	  		RT	2009002979	7199007	1721922	2009-02-03 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	IA	IA7614063 	LAURENS WATER SUPPLY	C   	1278	1278	GW 	177783	WL	174353	  		RT	2009018581	7199005	1705093	2009-06-16 00:00:00.000	0.600000000	MFL	MRL	0					
1094	ASBESTOS	IN	IN5218021 	ROSEWOOD MANOR RESIDENTIAL CENTER	C   	55	55	GW 	210124	DS	195281	DS	FN	RT	228592ASBESTOS	11654092	894976	2010-11-10 00:00:00.000	0.102000000	MFL	MRL	0					
1094	ASBESTOS	IN	IN5210015 	WASHINGTON TOWNSHIP WATER	C   	4174	4174	GW 	210649	DS	194975	DS	FN	RT	20100580175ASBESTOS	11661285	875714	2010-08-05 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	KS	KS2007903 	BURRTON, CITY OF	C   	906	906	GW 	225594	DS	211091	DS	FN	RT	2011-08-16 ASBESTOS	10949392	500141	2011-08-16 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	KS	KS2012301 	BELOIT, CITY OF	C   	3789	4134	SW 	226522	DS	210828	DS	FN	RT	2011-08-08 ASBESTOS	11252356	564292	2011-08-08 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	KS	KS2017304 	BEL AIRE, CITY OF	C   	6806	6806	GW	226912	DS	210811	DS	FN	RT	2011-ASBESTOS	11089474	468028	2011-01-31 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	KS	KS2005119 	VICTORIA, CITY OF	C   	1227	1227	GW 	227999	DS	216551	DS	FN	RT	2011-02-15 ASBESTOS	10983693	488358	2011-02-15 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	AZ	AZ0411009 	PINAL VALLEY WATER SYSTEM	C   	88019	88276	GW 	144213	SS	132267	EP	FN	RT	8081065-01	5611195	1396188	2008-08-13 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	144707	SS	130567	EP	FN	RT	PTI1266-01I	5455635	1507837	2010-09-22 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407092 	GILBERT, TOWN OF	C   	210000	210000	SW 	144707	SS	130567	EP	FN	RT	06031627-01A	5458693	1399452	2006-03-27 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0402014 	DOUGLAS CITY OF	C   	13300	13300	GW 	144776	SS	129354	EP	FN	RT	0060273-02	5597000	1480987	2010-06-02 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0403088 	FLAGSTAFF RANCH WATER CO	C   	575	1175	GW 	145595	SS	129739	EP	FN	RT	201003020105AA	5602455	1469849	2010-03-01 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0414018 	TACNA WATER CO	C   	240	240	GW 	145694	CW	133364	EP	FN	RT	201002240145A	5488366	1474521	2010-02-23 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0403008 	FLAGSTAFF CITY OF	C   	64908	65558	SW 	145817	SS	129635	EP	FN	RT	2712200560A	5539365	1447314	2007-12-19 00:00:00.000	0.350000000	MFL	MRL	0					
1094	ASBESTOS	AZ	AZ0407088 	AVONDALE CITY OF	C   	60000	60000	GW 	146342	SS	130478	EP	FN	RT	0111822-01I	5596314	1505598	2010-11-23 00:00:00.000	0.200000000	MG/L	MRL	0					
1094	ASBESTOS	AZ	AZ0407088 	AVONDALE CITY OF	C   	60000	60000	GW 	146342	SS	130478	EP	FN	RT	0051161-01A	5596848	1479987	2010-05-17 00:00:00.000	0.200000000	MFL	MRL	0					
1094	ASBESTOS	IN	IN5218014 	YORKTOWN WATER DEPARTMENT	C   	4860	4909	GW 	207933	DS	195240	DS	FN	RT	10081562001AASBESTOS	11315656	882443	2010-08-11 00:00:00.000	0.010000000	MFL	MDL	0					
1094	ASBESTOS	IN	IN5210003 	CHARLESTOWN WATER DEPARTMENT	C   	6800	9770	GW 	208166	DS	194927	DS	FN	RT	MSE830CWWASBESTOS	11716125	875722	2010-08-03 00:00:00.000	0.010000000	MFL	MDL	0					
